example_id,source_lang,target_lang,source_text,target_text,domain,register,source_type,source_name,source_url,license,translator,review_status,notes
fra-lin-000029,fra,lin,T'as capté ?,,,,,,,CC-BY-4.0,,,
fra-lin-000030,fra,lin,Monte.,,,,,,,CC-BY-4.0,,,
fra-lin-000031,fra,lin,Montez.,,,,,,,CC-BY-4.0,,,
fra-lin-000032,fra,lin,Serre-moi dans tes bras !,,,,,,,CC-BY-4.0,,,
fra-lin-000033,fra,lin,Serrez-moi dans vos bras !,,,,,,,CC-BY-4.0,,,
fra-lin-000034,fra,lin,Je suis tombée.,,,,,,,CC-BY-4.0,,,
fra-lin-000035,fra,lin,Je suis tombé.,,,,,,,CC-BY-4.0,,,
fra-lin-000036,fra,lin,Je sais.,,,,,,,CC-BY-4.0,,,
fra-lin-000037,fra,lin,Je suis parti.,,,,,,,CC-BY-4.0,,,
fra-lin-000038,fra,lin,Je suis partie.,,,,,,,CC-BY-4.0,,,
fra-lin-000039,fra,lin,J'ai perdu.,,,,,,,CC-BY-4.0,,,
fra-lin-000040,fra,lin,J'ai 19 ans.,,,,,,,CC-BY-4.0,,,
fra-lin-000041,fra,lin,Je vais bien.,,,,,,,CC-BY-4.0,,,
fra-lin-000042,fra,lin,Ça va.,,,,,,,CC-BY-4.0,,,
fra-lin-000043,fra,lin,Écoutez !,,,,,,,CC-BY-4.0,,,
fra-lin-000044,fra,lin,C'est pas possible !,,,,,,,CC-BY-4.0,,,
fra-lin-000045,fra,lin,Impossible !,,,,,,,CC-BY-4.0,,,
fra-lin-000046,fra,lin,En aucun cas.,,,,,,,CC-BY-4.0,,,
fra-lin-000047,fra,lin,C'est hors de question !,,,,,,,CC-BY-4.0,,,
fra-lin-000048,fra,lin,Il n'en est pas question !,,,,,,,CC-BY-4.0,,,
fra-lin-000049,fra,lin,C'est exclu !,,,,,,,CC-BY-4.0,,,
fra-lin-000050,fra,lin,En aucune manière !,,,,,,,CC-BY-4.0,,,
fra-lin-000051,fra,lin,Hors de question !,,,,,,,CC-BY-4.0,,,
fra-lin-000052,fra,lin,Vraiment ?,,,,,,,CC-BY-4.0,,,
fra-lin-000053,fra,lin,Vrai ?,,,,,,,CC-BY-4.0,,,
fra-lin-000054,fra,lin,Ah bon ?,,,,,,,CC-BY-4.0,,,
fra-lin-000055,fra,lin,On essaye.,,,,,,,CC-BY-4.0,,,
fra-lin-000056,fra,lin,Nous avons gagné.,,,,,,,CC-BY-4.0,,,
fra-lin-000057,fra,lin,Nous gagnâmes.,,,,,,,CC-BY-4.0,,,
fra-lin-000058,fra,lin,Nous l'avons emporté.,,,,,,,CC-BY-4.0,,,
fra-lin-000059,fra,lin,Nous l'emportâmes.,,,,,,,CC-BY-4.0,,,
fra-lin-000060,fra,lin,Demande à Tom.,,,,,,,CC-BY-4.0,,,
fra-lin-000061,fra,lin,Fantastique !,,,,,,,CC-BY-4.0,,,
fra-lin-000062,fra,lin,Sois calme !,,,,,,,CC-BY-4.0,,,
fra-lin-000063,fra,lin,Soyez calme !,,,,,,,CC-BY-4.0,,,
fra-lin-000064,fra,lin,Soyez calmes !,,,,,,,CC-BY-4.0,,,
fra-lin-000065,fra,lin,Sois détendu !,,,,,,,CC-BY-4.0,,,
fra-lin-000066,fra,lin,Sois juste !,,,,,,,CC-BY-4.0,,,
fra-lin-000067,fra,lin,Soyez juste !,,,,,,,CC-BY-4.0,,,
fra-lin-000068,fra,lin,Soyez justes !,,,,,,,CC-BY-4.0,,,
fra-lin-000069,fra,lin,Sois équitable !,,,,,,,CC-BY-4.0,,,
fra-lin-000070,fra,lin,Soyez équitable !,,,,,,,CC-BY-4.0,,,
fra-lin-000071,fra,lin,Soyez équitables !,,,,,,,CC-BY-4.0,,,
fra-lin-000072,fra,lin,Sois gentil.,,,,,,,CC-BY-4.0,,,
fra-lin-000073,fra,lin,Sois gentil !,,,,,,,CC-BY-4.0,,,
fra-lin-000074,fra,lin,Sois gentille !,,,,,,,CC-BY-4.0,,,
fra-lin-000075,fra,lin,Soyez gentil !,,,,,,,CC-BY-4.0,,,
fra-lin-000076,fra,lin,Soyez gentille !,,,,,,,CC-BY-4.0,,,
fra-lin-000077,fra,lin,Soyez gentils !,,,,,,,CC-BY-4.0,,,
fra-lin-000078,fra,lin,Soyez gentilles !,,,,,,,CC-BY-4.0,,,
fra-lin-000079,fra,lin,Dégage !,,,,,,,CC-BY-4.0,,,
fra-lin-000080,fra,lin,Appelle-moi !,,,,,,,CC-BY-4.0,,,
fra-lin-000081,fra,lin,Appellez-moi !,,,,,,,CC-BY-4.0,,,
fra-lin-000082,fra,lin,Appelle-nous !,,,,,,,CC-BY-4.0,,,
fra-lin-000083,fra,lin,Appelez-nous !,,,,,,,CC-BY-4.0,,,
fra-lin-000084,fra,lin,Entrez !,,,,,,,CC-BY-4.0,,,
fra-lin-000085,fra,lin,Entre.,,,,,,,CC-BY-4.0,,,
fra-lin-000086,fra,lin,Entre !,,,,,,,CC-BY-4.0,,,
fra-lin-000087,fra,lin,Entrez !,,,,,,,CC-BY-4.0,,,
fra-lin-000088,fra,lin,Allez !,,,,,,,CC-BY-4.0,,,
fra-lin-000089,fra,lin,Allez !,,,,,,,CC-BY-4.0,,,
fra-lin-000090,fra,lin,Viens !,,,,,,,CC-BY-4.0,,,
fra-lin-000091,fra,lin,Venez !,,,,,,,CC-BY-4.0,,,
fra-lin-000092,fra,lin,Laisse tomber !,,,,,,,CC-BY-4.0,,,
fra-lin-000093,fra,lin,Laissez tomber !,,,,,,,CC-BY-4.0,,,
fra-lin-000094,fra,lin,Laisse-le tomber !,,,,,,,CC-BY-4.0,,,
fra-lin-000095,fra,lin,Laissez-le tomber !,,,,,,,CC-BY-4.0,,,
fra-lin-000096,fra,lin,Sortez !,,,,,,,CC-BY-4.0,,,
fra-lin-000097,fra,lin,Sors !,,,,,,,CC-BY-4.0,,,
fra-lin-000098,fra,lin,Sortez !,,,,,,,CC-BY-4.0,,,
fra-lin-000099,fra,lin,Sors.,,,,,,,CC-BY-4.0,,,
fra-lin-000100,fra,lin,Casse-toi.,,,,,,,CC-BY-4.0,,,
fra-lin-000101,fra,lin,Pars !,,,,,,,CC-BY-4.0,,,
fra-lin-000102,fra,lin,Va te faire foutre !,,,,,,,CC-BY-4.0,,,
fra-lin-000103,fra,lin,Dégage !,,,,,,,CC-BY-4.0,,,
fra-lin-000104,fra,lin,Fous le camp !,,,,,,,CC-BY-4.0,,,
fra-lin-000105,fra,lin,Pars d'ici.,,,,,,,CC-BY-4.0,,,
fra-lin-000106,fra,lin,Va t'en !,,,,,,,CC-BY-4.0,,,
fra-lin-000107,fra,lin,Disparais !,,,,,,,CC-BY-4.0,,,
fra-lin-000108,fra,lin,Allez-vous en !,,,,,,,CC-BY-4.0,,,
fra-lin-000109,fra,lin,Va doucement !,,,,,,,CC-BY-4.0,,,
fra-lin-000110,fra,lin,Allez doucement !,,,,,,,CC-BY-4.0,,,
fra-lin-000111,fra,lin,À la revoyure.,,,,,,,CC-BY-4.0,,,
fra-lin-000112,fra,lin,Attends un peu !,,,,,,,CC-BY-4.0,,,
fra-lin-000113,fra,lin,Attendez un peu !,,,,,,,CC-BY-4.0,,,
fra-lin-000114,fra,lin,Tiens bon !,,,,,,,CC-BY-4.0,,,
fra-lin-000115,fra,lin,Tenez bon !,,,,,,,CC-BY-4.0,,,
fra-lin-000116,fra,lin,Il laissa tomber.,,,,,,,CC-BY-4.0,,,
fra-lin-000117,fra,lin,Il a laissé tomber.,,,,,,,CC-BY-4.0,,,
fra-lin-000118,fra,lin,Il court.,,,,,,,CC-BY-4.0,,,
fra-lin-000119,fra,lin,Aide-moi !,,,,,,,CC-BY-4.0,,,
fra-lin-000120,fra,lin,Aide-moi.,,,,,,,CC-BY-4.0,,,
fra-lin-000121,fra,lin,Aidez-moi.,,,,,,,CC-BY-4.0,,,
fra-lin-000122,fra,lin,Aidez-nous !,,,,,,,CC-BY-4.0,,,
fra-lin-000123,fra,lin,Aide-nous !,,,,,,,CC-BY-4.0,,,
fra-lin-000124,fra,lin,Ne bouge plus !,,,,,,,CC-BY-4.0,,,
fra-lin-000125,fra,lin,Ne quittez pas.,,,,,,,CC-BY-4.0,,,
fra-lin-000126,fra,lin,Je suis du même avis.,,,,,,,CC-BY-4.0,,,
fra-lin-000127,fra,lin,Je conduis.,,,,,,,CC-BY-4.0,,,
fra-lin-000128,fra,lin,J'essayai.,,,,,,,CC-BY-4.0,,,
fra-lin-000129,fra,lin,J'ai essayé.,,,,,,,CC-BY-4.0,,,
fra-lin-000130,fra,lin,J'ai tenté.,,,,,,,CC-BY-4.0,,,
fra-lin-000131,fra,lin,J'irai.,,,,,,,CC-BY-4.0,,,
fra-lin-000132,fra,lin,Je suis gras.,,,,,,,CC-BY-4.0,,,
fra-lin-000133,fra,lin,Je suis gros.,,,,,,,CC-BY-4.0,,,
fra-lin-000134,fra,lin,Je suis en forme.,,,,,,,CC-BY-4.0,,,
fra-lin-000135,fra,lin,Je suis touché !,,,,,,,CC-BY-4.0,,,
fra-lin-000136,fra,lin,Je suis touchée !,,,,,,,CC-BY-4.0,,,
fra-lin-000137,fra,lin,Je suis malade.,,,,,,,CC-BY-4.0,,,
fra-lin-000138,fra,lin,Je suis triste.,,,,,,,CC-BY-4.0,,,
fra-lin-000139,fra,lin,Je suis timide.,,,,,,,CC-BY-4.0,,,
fra-lin-000140,fra,lin,Je suis mouillé.,,,,,,,CC-BY-4.0,,,
fra-lin-000141,fra,lin,Je suis mouillée.,,,,,,,CC-BY-4.0,,,
fra-lin-000142,fra,lin,C'est bibi !,,,,,,,CC-BY-4.0,,,
fra-lin-000143,fra,lin,Joignez-vous.,,,,,,,CC-BY-4.0,,,
fra-lin-000144,fra,lin,Joignez-vous à nous.,,,,,,,CC-BY-4.0,,,
fra-lin-000145,fra,lin,Garde-le !,,,,,,,CC-BY-4.0,,,
fra-lin-000146,fra,lin,Gardez-le !,,,,,,,CC-BY-4.0,,,
fra-lin-000147,fra,lin,Embrasse-moi.,,,,,,,CC-BY-4.0,,,
fra-lin-000148,fra,lin,Embrassez-moi.,,,,,,,CC-BY-4.0,,,
fra-lin-000149,fra,lin,Moi aussi.,,,,,,,CC-BY-4.0,,,
fra-lin-000150,fra,lin,Ouvre-moi !,,,,,,,CC-BY-4.0,,,
fra-lin-000151,fra,lin,Ouvre.,,,,,,,CC-BY-4.0,,,
fra-lin-000152,fra,lin,Parfait !,,,,,,,CC-BY-4.0,,,
fra-lin-000153,fra,lin,À plus.,,,,,,,CC-BY-4.0,,,
fra-lin-000154,fra,lin,Montre-moi !,,,,,,,CC-BY-4.0,,,
fra-lin-000155,fra,lin,Montrez-moi !,,,,,,,CC-BY-4.0,,,
fra-lin-000156,fra,lin,Taisez-vous !,,,,,,,CC-BY-4.0,,,
fra-lin-000157,fra,lin,Ferme-la !,,,,,,,CC-BY-4.0,,,
fra-lin-000158,fra,lin,Tais-toi !,,,,,,,CC-BY-4.0,,,
fra-lin-000159,fra,lin,Ferme-la !,,,,,,,CC-BY-4.0,,,
fra-lin-000160,fra,lin,La ferme !,,,,,,,CC-BY-4.0,,,
fra-lin-000161,fra,lin,À plus tard !,,,,,,,CC-BY-4.0,,,
fra-lin-000162,fra,lin,Prends-le !,,,,,,,CC-BY-4.0,,,
fra-lin-000163,fra,lin,Prenez-le !,,,,,,,CC-BY-4.0,,,
fra-lin-000164,fra,lin,Dis-moi !,,,,,,,CC-BY-4.0,,,
fra-lin-000165,fra,lin,Dites-moi !,,,,,,,CC-BY-4.0,,,
fra-lin-000166,fra,lin,Tom a gagné.,,,,,,,CC-BY-4.0,,,
fra-lin-000167,fra,lin,Réveille-toi !,,,,,,,CC-BY-4.0,,,
fra-lin-000168,fra,lin,Réveille-toi !,,,,,,,CC-BY-4.0,,,
fra-lin-000169,fra,lin,Réveillez-vous !,,,,,,,CC-BY-4.0,,,
fra-lin-000170,fra,lin,Lave-toi !,,,,,,,CC-BY-4.0,,,
fra-lin-000171,fra,lin,Lavez-vous !,,,,,,,CC-BY-4.0,,,
fra-lin-000172,fra,lin,Nous savons.,,,,,,,CC-BY-4.0,,,
fra-lin-000173,fra,lin,Nous perdîmes.,,,,,,,CC-BY-4.0,,,
fra-lin-000174,fra,lin,Nous avons perdu.,,,,,,,CC-BY-4.0,,,
fra-lin-000175,fra,lin,Nous fûmes battus.,,,,,,,CC-BY-4.0,,,
fra-lin-000176,fra,lin,Nous fûmes battues.,,,,,,,CC-BY-4.0,,,
fra-lin-000177,fra,lin,Nous fûmes défaits.,,,,,,,CC-BY-4.0,,,
fra-lin-000178,fra,lin,Nous fûmes défaites.,,,,,,,CC-BY-4.0,,,
fra-lin-000179,fra,lin,Nous avons été défaits.,,,,,,,CC-BY-4.0,,,
fra-lin-000180,fra,lin,Nous avons été défaites.,,,,,,,CC-BY-4.0,,,
fra-lin-000181,fra,lin,Nous avons été battus.,,,,,,,CC-BY-4.0,,,
fra-lin-000182,fra,lin,Nous avons été battues.,,,,,,,CC-BY-4.0,,,
fra-lin-000183,fra,lin,Qui a gagné ?,,,,,,,CC-BY-4.0,,,
fra-lin-000184,fra,lin,Qui l'a emporté ?,,,,,,,CC-BY-4.0,,,
fra-lin-000185,fra,lin,Tu cours.,,,,,,,CC-BY-4.0,,,
fra-lin-000186,fra,lin,Suis-je gros ?,,,,,,,CC-BY-4.0,,,
fra-lin-000187,fra,lin,Suis-je grosse ?,,,,,,,CC-BY-4.0,,,
fra-lin-000188,fra,lin,Recule !,,,,,,,CC-BY-4.0,,,
fra-lin-000189,fra,lin,Reculez.,,,,,,,CC-BY-4.0,,,
fra-lin-000190,fra,lin,Retire-toi !,,,,,,,CC-BY-4.0,,,
fra-lin-000191,fra,lin,Retirez-vous.,,,,,,,CC-BY-4.0,,,
fra-lin-000192,fra,lin,Sois un homme !,,,,,,,CC-BY-4.0,,,
fra-lin-000193,fra,lin,Soyez un homme !,,,,,,,CC-BY-4.0,,,
fra-lin-000194,fra,lin,Aucune idée.,,,,,,,CC-BY-4.0,,,
fra-lin-000195,fra,lin,J'en sais foutre rien.,,,,,,,CC-BY-4.0,,,
fra-lin-000196,fra,lin,Appelle Tom.,,,,,,,CC-BY-4.0,,,
fra-lin-000197,fra,lin,Appelez Tom.,,,,,,,CC-BY-4.0,,,
fra-lin-000198,fra,lin,Courage !,,,,,,,CC-BY-4.0,,,
fra-lin-000199,fra,lin,Détends-toi !,,,,,,,CC-BY-4.0,,,
fra-lin-000200,fra,lin,Menottez-le.,,,,,,,CC-BY-4.0,,,
fra-lin-000201,fra,lin,Avance !,,,,,,,CC-BY-4.0,,,
fra-lin-000202,fra,lin,Avancez !,,,,,,,CC-BY-4.0,,,
fra-lin-000203,fra,lin,Continue à rouler !,,,,,,,CC-BY-4.0,,,
fra-lin-000204,fra,lin,Continuez à rouler !,,,,,,,CC-BY-4.0,,,
fra-lin-000205,fra,lin,Lâche-toi !,,,,,,,CC-BY-4.0,,,
fra-lin-000206,fra,lin,Descends !,,,,,,,CC-BY-4.0,,,
fra-lin-000207,fra,lin,Descendez !,,,,,,,CC-BY-4.0,,,
fra-lin-000208,fra,lin,Lâchez-vous !,,,,,,,CC-BY-4.0,,,
fra-lin-000209,fra,lin,Va voir ailleurs si j'y suis !,,,,,,,CC-BY-4.0,,,
fra-lin-000210,fra,lin,Va au diable !,,,,,,,CC-BY-4.0,,,
fra-lin-000211,fra,lin,Sois réaliste !,,,,,,,CC-BY-4.0,,,
fra-lin-000212,fra,lin,Vas-y.,,,,,,,CC-BY-4.0,,,
fra-lin-000213,fra,lin,Poursuis !,,,,,,,CC-BY-4.0,,,
fra-lin-000214,fra,lin,Passe devant !,,,,,,,CC-BY-4.0,,,
fra-lin-000215,fra,lin,Vas-y !,,,,,,,CC-BY-4.0,,,
fra-lin-000216,fra,lin,Bien joué !,,,,,,,CC-BY-4.0,,,
fra-lin-000217,fra,lin,Bon boulot !,,,,,,,CC-BY-4.0,,,
fra-lin-000218,fra,lin,Beau travail !,,,,,,,CC-BY-4.0,,,
fra-lin-000219,fra,lin,Attrape-le.,,,,,,,CC-BY-4.0,,,
fra-lin-000220,fra,lin,Attrapez-le.,,,,,,,CC-BY-4.0,,,
fra-lin-000221,fra,lin,Amuse-toi bien !,,,,,,,CC-BY-4.0,,,
fra-lin-000222,fra,lin,Amusez-vous bien !,,,,,,,CC-BY-4.0,,,
fra-lin-000223,fra,lin,Il essaye.,,,,,,,CC-BY-4.0,,,
fra-lin-000224,fra,lin,Il est mouillé.,,,,,,,CC-BY-4.0,,,
fra-lin-000225,fra,lin,"Salut, les mecs !",,,,,,,CC-BY-4.0,,,
fra-lin-000226,fra,lin,Comme c'est mignon !,,,,,,,CC-BY-4.0,,,
fra-lin-000227,fra,lin,Quelle profondeur ?,,,,,,,CC-BY-4.0,,,
fra-lin-000228,fra,lin,Comme c'est chouette !,,,,,,,CC-BY-4.0,,,
fra-lin-000229,fra,lin,Comme c'est gentil !,,,,,,,CC-BY-4.0,,,
fra-lin-000230,fra,lin,C'est du joli !,,,,,,,CC-BY-4.0,,,
fra-lin-000231,fra,lin,Comme c'est agréable !,,,,,,,CC-BY-4.0,,,
fra-lin-000232,fra,lin,Fais-moi rire.,,,,,,,CC-BY-4.0,,,
fra-lin-000233,fra,lin,Dépêche-toi.,,,,,,,CC-BY-4.0,,,
fra-lin-000234,fra,lin,Grouille !,,,,,,,CC-BY-4.0,,,
fra-lin-000235,fra,lin,Pressez-vous !,,,,,,,CC-BY-4.0,,,
fra-lin-000236,fra,lin,Fiça !,,,,,,,CC-BY-4.0,,,
fra-lin-000237,fra,lin,Je m'en suis bien sorti.,,,,,,,CC-BY-4.0,,,
fra-lin-000238,fra,lin,Je m'en suis bien sortie.,,,,,,,CC-BY-4.0,,,
fra-lin-000239,fra,lin,Je l'ai fait.,,,,,,,CC-BY-4.0,,,
fra-lin-000240,fra,lin,C'est moi qui l'ai fait.,,,,,,,CC-BY-4.0,,,
fra-lin-000241,fra,lin,J'ai échoué.,,,,,,,CC-BY-4.0,,,
fra-lin-000242,fra,lin,J'ai oublié.,,,,,,,CC-BY-4.0,,,
fra-lin-000243,fra,lin,J'ai compris.,,,,,,,CC-BY-4.0,,,
fra-lin-000244,fra,lin,J'ai capté.,,,,,,,CC-BY-4.0,,,
fra-lin-000245,fra,lin,Je téléphonai.,,,,,,,CC-BY-4.0,,,
fra-lin-000246,fra,lin,J'ai téléphoné.,,,,,,,CC-BY-4.0,,,
fra-lin-000247,fra,lin,Je refuse.,,,,,,,CC-BY-4.0,,,
fra-lin-000248,fra,lin,Je le refuse.,,,,,,,CC-BY-4.0,,,
fra-lin-000249,fra,lin,Je l'ai vu.,,,,,,,CC-BY-4.0,,,
fra-lin-000250,fra,lin,Je l’ai vu.,,,,,,,CC-BY-4.0,,,
fra-lin-000251,fra,lin,Je suis resté.,,,,,,,CC-BY-4.0,,,
fra-lin-000252,fra,lin,Je suis restée.,,,,,,,CC-BY-4.0,,,
fra-lin-000253,fra,lin,Je l'utilise.,,,,,,,CC-BY-4.0,,,
fra-lin-000254,fra,lin,J'en fais usage.,,,,,,,CC-BY-4.0,,,
fra-lin-000255,fra,lin,Je m'en sers.,,,,,,,CC-BY-4.0,,,
fra-lin-000256,fra,lin,Je paierai.,,,,,,,CC-BY-4.0,,,
fra-lin-000257,fra,lin,Je vais essayer.,,,,,,,CC-BY-4.0,,,
fra-lin-000258,fra,lin,J'essaierai.,,,,,,,CC-BY-4.0,,,
fra-lin-000259,fra,lin,Je suis revenu.,,,,,,,CC-BY-4.0,,,
fra-lin-000260,fra,lin,Me revoilà.,,,,,,,CC-BY-4.0,,,
fra-lin-000261,fra,lin,Je suis chauve.,,,,,,,CC-BY-4.0,,,
fra-lin-000262,fra,lin,Je suis occupé.,,,,,,,CC-BY-4.0,,,
fra-lin-000263,fra,lin,Je suis occupée.,,,,,,,CC-BY-4.0,,,
fra-lin-000264,fra,lin,Je suis calme.,,,,,,,CC-BY-4.0,,,
fra-lin-000265,fra,lin,J'ai froid.,,,,,,,CC-BY-4.0,,,
fra-lin-000266,fra,lin,Je suis sourd.,,,,,,,CC-BY-4.0,,,
fra-lin-000267,fra,lin,Je suis sourde.,,,,,,,CC-BY-4.0,,,
fra-lin-000268,fra,lin,J'en ai fini.,,,,,,,CC-BY-4.0,,,
fra-lin-000269,fra,lin,Je suis rapide.,,,,,,,CC-BY-4.0,,,
fra-lin-000270,fra,lin,Tout va bien.,,,,,,,CC-BY-4.0,,,
fra-lin-000271,fra,lin,Je suis libre !,,,,,,,CC-BY-4.0,,,
fra-lin-000272,fra,lin,Je suis libre.,,,,,,,CC-BY-4.0,,,
fra-lin-000273,fra,lin,Je suis disponible.,,,,,,,CC-BY-4.0,,,
fra-lin-000274,fra,lin,Je suis repu !,,,,,,,CC-BY-4.0,,,
fra-lin-000275,fra,lin,Je suis rassasié !,,,,,,,CC-BY-4.0,,,
fra-lin-000276,fra,lin,Je suis content.,,,,,,,CC-BY-4.0,,,
fra-lin-000277,fra,lin,Je suis chez moi.,,,,,,,CC-BY-4.0,,,
fra-lin-000278,fra,lin,Je suis en retard.,,,,,,,CC-BY-4.0,,,
fra-lin-000279,fra,lin,Je suis paresseux.,,,,,,,CC-BY-4.0,,,
fra-lin-000280,fra,lin,Je suis fainéant.,,,,,,,CC-BY-4.0,,,
fra-lin-000281,fra,lin,Je suis paresseuse.,,,,,,,CC-BY-4.0,,,
fra-lin-000282,fra,lin,Je suis fainéante.,,,,,,,CC-BY-4.0,,,
fra-lin-000283,fra,lin,Je me porte bien.,,,,,,,CC-BY-4.0,,,
fra-lin-000284,fra,lin,Je suis en sécurité.,,,,,,,CC-BY-4.0,,,
fra-lin-000285,fra,lin,J'en suis certain.,,,,,,,CC-BY-4.0,,,
fra-lin-000286,fra,lin,Je suis certain.,,,,,,,CC-BY-4.0,,,
fra-lin-000287,fra,lin,J'en suis sûr.,,,,,,,CC-BY-4.0,,,
fra-lin-000288,fra,lin,J'en suis sûre.,,,,,,,CC-BY-4.0,,,
fra-lin-000289,fra,lin,Je suis grande.,,,,,,,CC-BY-4.0,,,
fra-lin-000290,fra,lin,Je suis mince.,,,,,,,CC-BY-4.0,,,
fra-lin-000291,fra,lin,Je suis ordonné.,,,,,,,CC-BY-4.0,,,
fra-lin-000292,fra,lin,Je suis ordonnée.,,,,,,,CC-BY-4.0,,,
fra-lin-000293,fra,lin,Je suis laid.,,,,,,,CC-BY-4.0,,,
fra-lin-000294,fra,lin,Je suis laide.,,,,,,,CC-BY-4.0,,,
fra-lin-000295,fra,lin,Je suis faible.,,,,,,,CC-BY-4.0,,,
fra-lin-000296,fra,lin,J'ai gagné.,,,,,,,CC-BY-4.0,,,
fra-lin-000297,fra,lin,Je l'ai emporté.,,,,,,,CC-BY-4.0,,,
fra-lin-000298,fra,lin,Elle marche.,,,,,,,CC-BY-4.0,,,
fra-lin-000299,fra,lin,Ça fonctionne.,,,,,,,CC-BY-4.0,,,
fra-lin-000300,fra,lin,C'est le sien.,,,,,,,CC-BY-4.0,,,
fra-lin-000301,fra,lin,C'est la sienne.,,,,,,,CC-BY-4.0,,,
fra-lin-000302,fra,lin,C'est nouveau.,,,,,,,CC-BY-4.0,,,
fra-lin-000303,fra,lin,C'est neuf.,,,,,,,CC-BY-4.0,,,
fra-lin-000304,fra,lin,C'est bizarre.,,,,,,,CC-BY-4.0,,,
fra-lin-000305,fra,lin,C’est triste.,,,,,,,CC-BY-4.0,,,
fra-lin-000306,fra,lin,Défense d'entrer.,,,,,,,CC-BY-4.0,,,
fra-lin-000307,fra,lin,N'entrez pas.,,,,,,,CC-BY-4.0,,,
fra-lin-000308,fra,lin,Laissez-moi !,,,,,,,CC-BY-4.0,,,
fra-lin-000309,fra,lin,Laisse-nous !,,,,,,,CC-BY-4.0,,,
fra-lin-000310,fra,lin,Laissez-nous !,,,,,,,CC-BY-4.0,,,
fra-lin-000311,fra,lin,Allons-y !,,,,,,,CC-BY-4.0,,,
fra-lin-000312,fra,lin,Allons !,,,,,,,CC-BY-4.0,,,
fra-lin-000313,fra,lin,Attention !,,,,,,,CC-BY-4.0,,,
fra-lin-000314,fra,lin,Épouse-moi !,,,,,,,CC-BY-4.0,,,
fra-lin-000315,fra,lin,Épousez-moi !,,,,,,,CC-BY-4.0,,,
fra-lin-000316,fra,lin,Puis-je partir ?,,,,,,,CC-BY-4.0,,,
fra-lin-000317,fra,lin,Puis-je y aller ?,,,,,,,CC-BY-4.0,,,
fra-lin-000318,fra,lin,Puis-je m'y rendre ?,,,,,,,CC-BY-4.0,,,
fra-lin-000319,fra,lin,Elle est venue.,,,,,,,CC-BY-4.0,,,
fra-lin-000320,fra,lin,Elle est morte.,,,,,,,CC-BY-4.0,,,
fra-lin-000321,fra,lin,Elle court.,,,,,,,CC-BY-4.0,,,
fra-lin-000322,fra,lin,Assieds-toi !,,,,,,,CC-BY-4.0,,,
fra-lin-000323,fra,lin,Asseyez-vous !,,,,,,,CC-BY-4.0,,,
fra-lin-000324,fra,lin,Assieds-toi ici.,,,,,,,CC-BY-4.0,,,
fra-lin-000325,fra,lin,Asseyez-vous ici.,,,,,,,CC-BY-4.0,,,
fra-lin-000326,fra,lin,Parle plus fort !,,,,,,,CC-BY-4.0,,,
fra-lin-000327,fra,lin,Parlez plus fort !,,,,,,,CC-BY-4.0,,,
