example_id,source_lang,target_lang,source_text,target_text,domain,register,source_type,source_name,source_url,license,translator,review_status,notes
fra-swa-000051,fra,swa,Hors de question !,,,,,,,CC-BY-4.0,,,
fra-swa-000052,fra,swa,Vraiment ?,,,,,,,CC-BY-4.0,,,
fra-swa-000053,fra,swa,Vrai ?,,,,,,,CC-BY-4.0,,,
fra-swa-000054,fra,swa,Ah bon ?,,,,,,,CC-BY-4.0,,,
fra-swa-000055,fra,swa,On essaye.,,,,,,,CC-BY-4.0,,,
fra-swa-000056,fra,swa,Nous avons gagné.,,,,,,,CC-BY-4.0,,,
fra-swa-000057,fra,swa,Nous gagnâmes.,,,,,,,CC-BY-4.0,,,
fra-swa-000058,fra,swa,Nous l'avons emporté.,,,,,,,CC-BY-4.0,,,
fra-swa-000059,fra,swa,Nous l'emportâmes.,,,,,,,CC-BY-4.0,,,
fra-swa-000060,fra,swa,Demande à Tom.,,,,,,,CC-BY-4.0,,,
fra-swa-000061,fra,swa,Fantastique !,,,,,,,CC-BY-4.0,,,
fra-swa-000062,fra,swa,Sois calme !,,,,,,,CC-BY-4.0,,,
fra-swa-000063,fra,swa,Soyez calme !,,,,,,,CC-BY-4.0,,,
fra-swa-000064,fra,swa,Soyez calmes !,,,,,,,CC-BY-4.0,,,
fra-swa-000065,fra,swa,Sois détendu !,,,,,,,CC-BY-4.0,,,
fra-swa-000066,fra,swa,Sois juste !,,,,,,,CC-BY-4.0,,,
fra-swa-000067,fra,swa,Soyez juste !,,,,,,,CC-BY-4.0,,,
fra-swa-000068,fra,swa,Soyez justes !,,,,,,,CC-BY-4.0,,,
fra-swa-000069,fra,swa,Sois équitable !,,,,,,,CC-BY-4.0,,,
fra-swa-000070,fra,swa,Soyez équitable !,,,,,,,CC-BY-4.0,,,
fra-swa-000071,fra,swa,Soyez équitables !,,,,,,,CC-BY-4.0,,,
fra-swa-000072,fra,swa,Sois gentil.,,,,,,,CC-BY-4.0,,,
fra-swa-000073,fra,swa,Sois gentil !,,,,,,,CC-BY-4.0,,,
fra-swa-000074,fra,swa,Sois gentille !,,,,,,,CC-BY-4.0,,,
fra-swa-000075,fra,swa,Soyez gentil !,,,,,,,CC-BY-4.0,,,
fra-swa-000076,fra,swa,Soyez gentille !,,,,,,,CC-BY-4.0,,,
fra-swa-000077,fra,swa,Soyez gentils !,,,,,,,CC-BY-4.0,,,
fra-swa-000078,fra,swa,Soyez gentilles !,,,,,,,CC-BY-4.0,,,
fra-swa-000079,fra,swa,Dégage !,,,,,,,CC-BY-4.0,,,
fra-swa-000080,fra,swa,Appelle-moi !,,,,,,,CC-BY-4.0,,,
fra-swa-000081,fra,swa,Appellez-moi !,,,,,,,CC-BY-4.0,,,
fra-swa-000082,fra,swa,Appelle-nous !,,,,,,,CC-BY-4.0,,,
fra-swa-000083,fra,swa,Appelez-nous !,,,,,,,CC-BY-4.0,,,
fra-swa-000084,fra,swa,Entrez !,,,,,,,CC-BY-4.0,,,
fra-swa-000085,fra,swa,Entre.,,,,,,,CC-BY-4.0,,,
fra-swa-000086,fra,swa,Entre !,,,,,,,CC-BY-4.0,,,
fra-swa-000087,fra,swa,Entrez !,,,,,,,CC-BY-4.0,,,
fra-swa-000088,fra,swa,Allez !,,,,,,,CC-BY-4.0,,,
fra-swa-000089,fra,swa,Allez !,,,,,,,CC-BY-4.0,,,
fra-swa-000090,fra,swa,Viens !,,,,,,,CC-BY-4.0,,,
fra-swa-000091,fra,swa,Venez !,,,,,,,CC-BY-4.0,,,
fra-swa-000092,fra,swa,Laisse tomber !,,,,,,,CC-BY-4.0,,,
fra-swa-000093,fra,swa,Laissez tomber !,,,,,,,CC-BY-4.0,,,
fra-swa-000094,fra,swa,Laisse-le tomber !,,,,,,,CC-BY-4.0,,,
fra-swa-000095,fra,swa,Laissez-le tomber !,,,,,,,CC-BY-4.0,,,
fra-swa-000096,fra,swa,Sortez !,,,,,,,CC-BY-4.0,,,
fra-swa-000097,fra,swa,Sors !,,,,,,,CC-BY-4.0,,,
fra-swa-000098,fra,swa,Sortez !,,,,,,,CC-BY-4.0,,,
fra-swa-000099,fra,swa,Sors.,,,,,,,CC-BY-4.0,,,
fra-swa-000100,fra,swa,Casse-toi.,,,,,,,CC-BY-4.0,,,
fra-swa-000101,fra,swa,Pars !,,,,,,,CC-BY-4.0,,,
fra-swa-000102,fra,swa,Va te faire foutre !,,,,,,,CC-BY-4.0,,,
fra-swa-000103,fra,swa,Dégage !,,,,,,,CC-BY-4.0,,,
fra-swa-000104,fra,swa,Fous le camp !,,,,,,,CC-BY-4.0,,,
fra-swa-000105,fra,swa,Pars d'ici.,,,,,,,CC-BY-4.0,,,
fra-swa-000106,fra,swa,Va t'en !,,,,,,,CC-BY-4.0,,,
fra-swa-000107,fra,swa,Disparais !,,,,,,,CC-BY-4.0,,,
fra-swa-000108,fra,swa,Allez-vous en !,,,,,,,CC-BY-4.0,,,
fra-swa-000109,fra,swa,Va doucement !,,,,,,,CC-BY-4.0,,,
fra-swa-000110,fra,swa,Allez doucement !,,,,,,,CC-BY-4.0,,,
fra-swa-000111,fra,swa,À la revoyure.,,,,,,,CC-BY-4.0,,,
fra-swa-000112,fra,swa,Attends un peu !,,,,,,,CC-BY-4.0,,,
fra-swa-000113,fra,swa,Attendez un peu !,,,,,,,CC-BY-4.0,,,
fra-swa-000114,fra,swa,Tiens bon !,,,,,,,CC-BY-4.0,,,
fra-swa-000115,fra,swa,Tenez bon !,,,,,,,CC-BY-4.0,,,
fra-swa-000116,fra,swa,Il laissa tomber.,,,,,,,CC-BY-4.0,,,
fra-swa-000117,fra,swa,Il a laissé tomber.,,,,,,,CC-BY-4.0,,,
fra-swa-000118,fra,swa,Il court.,,,,,,,CC-BY-4.0,,,
fra-swa-000119,fra,swa,Aide-moi !,,,,,,,CC-BY-4.0,,,
fra-swa-000120,fra,swa,Aide-moi.,,,,,,,CC-BY-4.0,,,
fra-swa-000121,fra,swa,Aidez-moi.,,,,,,,CC-BY-4.0,,,
fra-swa-000122,fra,swa,Aidez-nous !,,,,,,,CC-BY-4.0,,,
fra-swa-000123,fra,swa,Aide-nous !,,,,,,,CC-BY-4.0,,,
fra-swa-000124,fra,swa,Ne bouge plus !,,,,,,,CC-BY-4.0,,,
fra-swa-000125,fra,swa,Ne quittez pas.,,,,,,,CC-BY-4.0,,,
fra-swa-000126,fra,swa,Je suis du même avis.,,,,,,,CC-BY-4.0,,,
fra-swa-000127,fra,swa,Je conduis.,,,,,,,CC-BY-4.0,,,
fra-swa-000128,fra,swa,J'essayai.,,,,,,,CC-BY-4.0,,,
fra-swa-000129,fra,swa,J'ai essayé.,,,,,,,CC-BY-4.0,,,
fra-swa-000130,fra,swa,J'ai tenté.,,,,,,,CC-BY-4.0,,,
fra-swa-000131,fra,swa,J'irai.,,,,,,,CC-BY-4.0,,,
fra-swa-000132,fra,swa,Je suis gras.,,,,,,,CC-BY-4.0,,,
fra-swa-000133,fra,swa,Je suis gros.,,,,,,,CC-BY-4.0,,,
fra-swa-000134,fra,swa,Je suis en forme.,,,,,,,CC-BY-4.0,,,
fra-swa-000135,fra,swa,Je suis touché !,,,,,,,CC-BY-4.0,,,
fra-swa-000136,fra,swa,Je suis touchée !,,,,,,,CC-BY-4.0,,,
fra-swa-000137,fra,swa,Je suis malade.,,,,,,,CC-BY-4.0,,,
fra-swa-000138,fra,swa,Je suis triste.,,,,,,,CC-BY-4.0,,,
fra-swa-000139,fra,swa,Je suis timide.,,,,,,,CC-BY-4.0,,,
fra-swa-000140,fra,swa,Je suis mouillé.,,,,,,,CC-BY-4.0,,,
fra-swa-000141,fra,swa,Je suis mouillée.,,,,,,,CC-BY-4.0,,,
fra-swa-000142,fra,swa,C'est bibi !,,,,,,,CC-BY-4.0,,,
fra-swa-000143,fra,swa,Joignez-vous.,,,,,,,CC-BY-4.0,,,
fra-swa-000144,fra,swa,Joignez-vous à nous.,,,,,,,CC-BY-4.0,,,
fra-swa-000145,fra,swa,Garde-le !,,,,,,,CC-BY-4.0,,,
fra-swa-000146,fra,swa,Gardez-le !,,,,,,,CC-BY-4.0,,,
fra-swa-000147,fra,swa,Embrasse-moi.,,,,,,,CC-BY-4.0,,,
fra-swa-000148,fra,swa,Embrassez-moi.,,,,,,,CC-BY-4.0,,,
fra-swa-000149,fra,swa,Moi aussi.,,,,,,,CC-BY-4.0,,,
fra-swa-000150,fra,swa,Ouvre-moi !,,,,,,,CC-BY-4.0,,,
fra-swa-000151,fra,swa,Ouvre.,,,,,,,CC-BY-4.0,,,
fra-swa-000152,fra,swa,Parfait !,,,,,,,CC-BY-4.0,,,
fra-swa-000153,fra,swa,À plus.,,,,,,,CC-BY-4.0,,,
fra-swa-000154,fra,swa,Montre-moi !,,,,,,,CC-BY-4.0,,,
fra-swa-000155,fra,swa,Montrez-moi !,,,,,,,CC-BY-4.0,,,
fra-swa-000156,fra,swa,Taisez-vous !,,,,,,,CC-BY-4.0,,,
fra-swa-000157,fra,swa,Ferme-la !,,,,,,,CC-BY-4.0,,,
fra-swa-000158,fra,swa,Tais-toi !,,,,,,,CC-BY-4.0,,,
fra-swa-000159,fra,swa,Ferme-la !,,,,,,,CC-BY-4.0,,,
fra-swa-000160,fra,swa,La ferme !,,,,,,,CC-BY-4.0,,,
fra-swa-000161,fra,swa,À plus tard !,,,,,,,CC-BY-4.0,,,
fra-swa-000162,fra,swa,Prends-le !,,,,,,,CC-BY-4.0,,,
fra-swa-000163,fra,swa,Prenez-le !,,,,,,,CC-BY-4.0,,,
fra-swa-000164,fra,swa,Dis-moi !,,,,,,,CC-BY-4.0,,,
fra-swa-000165,fra,swa,Dites-moi !,,,,,,,CC-BY-4.0,,,
fra-swa-000166,fra,swa,Tom a gagné.,,,,,,,CC-BY-4.0,,,
fra-swa-000167,fra,swa,Réveille-toi !,,,,,,,CC-BY-4.0,,,
fra-swa-000168,fra,swa,Réveille-toi !,,,,,,,CC-BY-4.0,,,
fra-swa-000169,fra,swa,Réveillez-vous !,,,,,,,CC-BY-4.0,,,
fra-swa-000170,fra,swa,Lave-toi !,,,,,,,CC-BY-4.0,,,
fra-swa-000171,fra,swa,Lavez-vous !,,,,,,,CC-BY-4.0,,,
fra-swa-000172,fra,swa,Nous savons.,,,,,,,CC-BY-4.0,,,
fra-swa-000173,fra,swa,Nous perdîmes.,,,,,,,CC-BY-4.0,,,
fra-swa-000174,fra,swa,Nous avons perdu.,,,,,,,CC-BY-4.0,,,
fra-swa-000175,fra,swa,Nous fûmes battus.,,,,,,,CC-BY-4.0,,,
fra-swa-000176,fra,swa,Nous fûmes battues.,,,,,,,CC-BY-4.0,,,
fra-swa-000177,fra,swa,Nous fûmes défaits.,,,,,,,CC-BY-4.0,,,
fra-swa-000178,fra,swa,Nous fûmes défaites.,,,,,,,CC-BY-4.0,,,
fra-swa-000179,fra,swa,Nous avons été défaits.,,,,,,,CC-BY-4.0,,,
fra-swa-000180,fra,swa,Nous avons été défaites.,,,,,,,CC-BY-4.0,,,
fra-swa-000181,fra,swa,Nous avons été battus.,,,,,,,CC-BY-4.0,,,
fra-swa-000182,fra,swa,Nous avons été battues.,,,,,,,CC-BY-4.0,,,
fra-swa-000183,fra,swa,Qui a gagné ?,,,,,,,CC-BY-4.0,,,
fra-swa-000184,fra,swa,Qui l'a emporté ?,,,,,,,CC-BY-4.0,,,
fra-swa-000185,fra,swa,Tu cours.,,,,,,,CC-BY-4.0,,,
fra-swa-000186,fra,swa,Suis-je gros ?,,,,,,,CC-BY-4.0,,,
fra-swa-000187,fra,swa,Suis-je grosse ?,,,,,,,CC-BY-4.0,,,
fra-swa-000188,fra,swa,Recule !,,,,,,,CC-BY-4.0,,,
fra-swa-000189,fra,swa,Reculez.,,,,,,,CC-BY-4.0,,,
fra-swa-000190,fra,swa,Retire-toi !,,,,,,,CC-BY-4.0,,,
fra-swa-000191,fra,swa,Retirez-vous.,,,,,,,CC-BY-4.0,,,
fra-swa-000192,fra,swa,Sois un homme !,,,,,,,CC-BY-4.0,,,
fra-swa-000193,fra,swa,Soyez un homme !,,,,,,,CC-BY-4.0,,,
fra-swa-000194,fra,swa,Aucune idée.,,,,,,,CC-BY-4.0,,,
fra-swa-000195,fra,swa,J'en sais foutre rien.,,,,,,,CC-BY-4.0,,,
fra-swa-000196,fra,swa,Appelle Tom.,,,,,,,CC-BY-4.0,,,
fra-swa-000197,fra,swa,Appelez Tom.,,,,,,,CC-BY-4.0,,,
fra-swa-000198,fra,swa,Courage !,,,,,,,CC-BY-4.0,,,
fra-swa-000199,fra,swa,Détends-toi !,,,,,,,CC-BY-4.0,,,
fra-swa-000200,fra,swa,Menottez-le.,,,,,,,CC-BY-4.0,,,
fra-swa-000201,fra,swa,Avance !,,,,,,,CC-BY-4.0,,,
fra-swa-000202,fra,swa,Avancez !,,,,,,,CC-BY-4.0,,,
fra-swa-000203,fra,swa,Continue à rouler !,,,,,,,CC-BY-4.0,,,
fra-swa-000204,fra,swa,Continuez à rouler !,,,,,,,CC-BY-4.0,,,
fra-swa-000205,fra,swa,Lâche-toi !,,,,,,,CC-BY-4.0,,,
fra-swa-000206,fra,swa,Descends !,,,,,,,CC-BY-4.0,,,
fra-swa-000207,fra,swa,Descendez !,,,,,,,CC-BY-4.0,,,
fra-swa-000208,fra,swa,Lâchez-vous !,,,,,,,CC-BY-4.0,,,
fra-swa-000209,fra,swa,Va voir ailleurs si j'y suis !,,,,,,,CC-BY-4.0,,,
fra-swa-000210,fra,swa,Va au diable !,,,,,,,CC-BY-4.0,,,
fra-swa-000211,fra,swa,Sois réaliste !,,,,,,,CC-BY-4.0,,,
fra-swa-000212,fra,swa,Vas-y.,,,,,,,CC-BY-4.0,,,
fra-swa-000213,fra,swa,Poursuis !,,,,,,,CC-BY-4.0,,,
fra-swa-000214,fra,swa,Passe devant !,,,,,,,CC-BY-4.0,,,
fra-swa-000215,fra,swa,Vas-y !,,,,,,,CC-BY-4.0,,,
fra-swa-000216,fra,swa,Bien joué !,,,,,,,CC-BY-4.0,,,
fra-swa-000217,fra,swa,Bon boulot !,,,,,,,CC-BY-4.0,,,
fra-swa-000218,fra,swa,Beau travail !,,,,,,,CC-BY-4.0,,,
fra-swa-000219,fra,swa,Attrape-le.,,,,,,,CC-BY-4.0,,,
fra-swa-000220,fra,swa,Attrapez-le.,,,,,,,CC-BY-4.0,,,
fra-swa-000221,fra,swa,Amuse-toi bien !,,,,,,,CC-BY-4.0,,,
fra-swa-000222,fra,swa,Amusez-vous bien !,,,,,,,CC-BY-4.0,,,
fra-swa-000223,fra,swa,Il essaye.,,,,,,,CC-BY-4.0,,,
fra-swa-000224,fra,swa,Il est mouillé.,,,,,,,CC-BY-4.0,,,
fra-swa-000225,fra,swa,"Salut, les mecs !",,,,,,,CC-BY-4.0,,,
fra-swa-000226,fra,swa,Comme c'est mignon !,,,,,,,CC-BY-4.0,,,
fra-swa-000227,fra,swa,Quelle profondeur ?,,,,,,,CC-BY-4.0,,,
fra-swa-000228,fra,swa,Comme c'est chouette !,,,,,,,CC-BY-4.0,,,
fra-swa-000229,fra,swa,Comme c'est gentil !,,,,,,,CC-BY-4.0,,,
fra-swa-000230,fra,swa,C'est du joli !,,,,,,,CC-BY-4.0,,,
fra-swa-000231,fra,swa,Comme c'est agréable !,,,,,,,CC-BY-4.0,,,
fra-swa-000232,fra,swa,Fais-moi rire.,,,,,,,CC-BY-4.0,,,
fra-swa-000233,fra,swa,Dépêche-toi.,,,,,,,CC-BY-4.0,,,
fra-swa-000234,fra,swa,Grouille !,,,,,,,CC-BY-4.0,,,
fra-swa-000235,fra,swa,Pressez-vous !,,,,,,,CC-BY-4.0,,,
fra-swa-000236,fra,swa,Fiça !,,,,,,,CC-BY-4.0,,,
fra-swa-000237,fra,swa,Je m'en suis bien sorti.,,,,,,,CC-BY-4.0,,,
fra-swa-000238,fra,swa,Je m'en suis bien sortie.,,,,,,,CC-BY-4.0,,,
fra-swa-000239,fra,swa,Je l'ai fait.,,,,,,,CC-BY-4.0,,,
fra-swa-000240,fra,swa,C'est moi qui l'ai fait.,,,,,,,CC-BY-4.0,,,
fra-swa-000241,fra,swa,J'ai échoué.,,,,,,,CC-BY-4.0,,,
fra-swa-000242,fra,swa,J'ai oublié.,,,,,,,CC-BY-4.0,,,
fra-swa-000243,fra,swa,J'ai compris.,,,,,,,CC-BY-4.0,,,
fra-swa-000244,fra,swa,J'ai capté.,,,,,,,CC-BY-4.0,,,
fra-swa-000245,fra,swa,Je téléphonai.,,,,,,,CC-BY-4.0,,,
fra-swa-000246,fra,swa,J'ai téléphoné.,,,,,,,CC-BY-4.0,,,
fra-swa-000247,fra,swa,Je refuse.,,,,,,,CC-BY-4.0,,,
fra-swa-000248,fra,swa,Je le refuse.,,,,,,,CC-BY-4.0,,,
fra-swa-000249,fra,swa,Je l'ai vu.,,,,,,,CC-BY-4.0,,,
fra-swa-000250,fra,swa,Je l’ai vu.,,,,,,,CC-BY-4.0,,,
fra-swa-000251,fra,swa,Je suis resté.,,,,,,,CC-BY-4.0,,,
fra-swa-000252,fra,swa,Je suis restée.,,,,,,,CC-BY-4.0,,,
fra-swa-000253,fra,swa,Je l'utilise.,,,,,,,CC-BY-4.0,,,
fra-swa-000254,fra,swa,J'en fais usage.,,,,,,,CC-BY-4.0,,,
fra-swa-000255,fra,swa,Je m'en sers.,,,,,,,CC-BY-4.0,,,
fra-swa-000256,fra,swa,Je paierai.,,,,,,,CC-BY-4.0,,,
fra-swa-000257,fra,swa,Je vais essayer.,,,,,,,CC-BY-4.0,,,
fra-swa-000258,fra,swa,J'essaierai.,,,,,,,CC-BY-4.0,,,
fra-swa-000259,fra,swa,Je suis revenu.,,,,,,,CC-BY-4.0,,,
fra-swa-000260,fra,swa,Me revoilà.,,,,,,,CC-BY-4.0,,,
fra-swa-000261,fra,swa,Je suis chauve.,,,,,,,CC-BY-4.0,,,
fra-swa-000262,fra,swa,Je suis occupé.,,,,,,,CC-BY-4.0,,,
fra-swa-000263,fra,swa,Je suis occupée.,,,,,,,CC-BY-4.0,,,
fra-swa-000264,fra,swa,Je suis calme.,,,,,,,CC-BY-4.0,,,
fra-swa-000265,fra,swa,J'ai froid.,,,,,,,CC-BY-4.0,,,
fra-swa-000266,fra,swa,Je suis sourd.,,,,,,,CC-BY-4.0,,,
fra-swa-000267,fra,swa,Je suis sourde.,,,,,,,CC-BY-4.0,,,
fra-swa-000268,fra,swa,J'en ai fini.,,,,,,,CC-BY-4.0,,,
fra-swa-000269,fra,swa,Je suis rapide.,,,,,,,CC-BY-4.0,,,
fra-swa-000270,fra,swa,Tout va bien.,,,,,,,CC-BY-4.0,,,
fra-swa-000271,fra,swa,Je suis libre !,,,,,,,CC-BY-4.0,,,
fra-swa-000272,fra,swa,Je suis libre.,,,,,,,CC-BY-4.0,,,
fra-swa-000273,fra,swa,Je suis disponible.,,,,,,,CC-BY-4.0,,,
fra-swa-000274,fra,swa,Je suis repu !,,,,,,,CC-BY-4.0,,,
fra-swa-000275,fra,swa,Je suis rassasié !,,,,,,,CC-BY-4.0,,,
fra-swa-000276,fra,swa,Je suis content.,,,,,,,CC-BY-4.0,,,
fra-swa-000277,fra,swa,Je suis chez moi.,,,,,,,CC-BY-4.0,,,
fra-swa-000278,fra,swa,Je suis en retard.,,,,,,,CC-BY-4.0,,,
fra-swa-000279,fra,swa,Je suis paresseux.,,,,,,,CC-BY-4.0,,,
fra-swa-000280,fra,swa,Je suis fainéant.,,,,,,,CC-BY-4.0,,,
fra-swa-000281,fra,swa,Je suis paresseuse.,,,,,,,CC-BY-4.0,,,
fra-swa-000282,fra,swa,Je suis fainéante.,,,,,,,CC-BY-4.0,,,
fra-swa-000283,fra,swa,Je me porte bien.,,,,,,,CC-BY-4.0,,,
fra-swa-000284,fra,swa,Je suis en sécurité.,,,,,,,CC-BY-4.0,,,
fra-swa-000285,fra,swa,J'en suis certain.,,,,,,,CC-BY-4.0,,,
fra-swa-000286,fra,swa,Je suis certain.,,,,,,,CC-BY-4.0,,,
fra-swa-000287,fra,swa,J'en suis sûr.,,,,,,,CC-BY-4.0,,,
fra-swa-000288,fra,swa,J'en suis sûre.,,,,,,,CC-BY-4.0,,,
fra-swa-000289,fra,swa,Je suis grande.,,,,,,,CC-BY-4.0,,,
fra-swa-000290,fra,swa,Je suis mince.,,,,,,,CC-BY-4.0,,,
fra-swa-000291,fra,swa,Je suis ordonné.,,,,,,,CC-BY-4.0,,,
fra-swa-000292,fra,swa,Je suis ordonnée.,,,,,,,CC-BY-4.0,,,
fra-swa-000293,fra,swa,Je suis laid.,,,,,,,CC-BY-4.0,,,
fra-swa-000294,fra,swa,Je suis laide.,,,,,,,CC-BY-4.0,,,
fra-swa-000295,fra,swa,Je suis faible.,,,,,,,CC-BY-4.0,,,
fra-swa-000296,fra,swa,J'ai gagné.,,,,,,,CC-BY-4.0,,,
fra-swa-000297,fra,swa,Je l'ai emporté.,,,,,,,CC-BY-4.0,,,
fra-swa-000298,fra,swa,Elle marche.,,,,,,,CC-BY-4.0,,,
fra-swa-000299,fra,swa,Ça fonctionne.,,,,,,,CC-BY-4.0,,,
fra-swa-000300,fra,swa,C'est le sien.,,,,,,,CC-BY-4.0,,,
fra-swa-000301,fra,swa,C'est la sienne.,,,,,,,CC-BY-4.0,,,
fra-swa-000302,fra,swa,C'est nouveau.,,,,,,,CC-BY-4.0,,,
fra-swa-000303,fra,swa,C'est neuf.,,,,,,,CC-BY-4.0,,,
fra-swa-000304,fra,swa,C'est bizarre.,,,,,,,CC-BY-4.0,,,
fra-swa-000305,fra,swa,C’est triste.,,,,,,,CC-BY-4.0,,,
fra-swa-000306,fra,swa,Défense d'entrer.,,,,,,,CC-BY-4.0,,,
fra-swa-000307,fra,swa,N'entrez pas.,,,,,,,CC-BY-4.0,,,
fra-swa-000308,fra,swa,Laissez-moi !,,,,,,,CC-BY-4.0,,,
fra-swa-000309,fra,swa,Laisse-nous !,,,,,,,CC-BY-4.0,,,
fra-swa-000310,fra,swa,Laissez-nous !,,,,,,,CC-BY-4.0,,,
fra-swa-000311,fra,swa,Allons-y !,,,,,,,CC-BY-4.0,,,
fra-swa-000312,fra,swa,Allons !,,,,,,,CC-BY-4.0,,,
fra-swa-000313,fra,swa,Attention !,,,,,,,CC-BY-4.0,,,
fra-swa-000314,fra,swa,Épouse-moi !,,,,,,,CC-BY-4.0,,,
fra-swa-000315,fra,swa,Épousez-moi !,,,,,,,CC-BY-4.0,,,
fra-swa-000316,fra,swa,Puis-je partir ?,,,,,,,CC-BY-4.0,,,
fra-swa-000317,fra,swa,Puis-je y aller ?,,,,,,,CC-BY-4.0,,,
fra-swa-000318,fra,swa,Puis-je m'y rendre ?,,,,,,,CC-BY-4.0,,,
fra-swa-000319,fra,swa,Elle est venue.,,,,,,,CC-BY-4.0,,,
fra-swa-000320,fra,swa,Elle est morte.,,,,,,,CC-BY-4.0,,,
fra-swa-000321,fra,swa,Elle court.,,,,,,,CC-BY-4.0,,,
fra-swa-000322,fra,swa,Assieds-toi !,,,,,,,CC-BY-4.0,,,
fra-swa-000323,fra,swa,Asseyez-vous !,,,,,,,CC-BY-4.0,,,
fra-swa-000324,fra,swa,Assieds-toi ici.,,,,,,,CC-BY-4.0,,,
fra-swa-000325,fra,swa,Asseyez-vous ici.,,,,,,,CC-BY-4.0,,,
fra-swa-000326,fra,swa,Parle plus fort !,,,,,,,CC-BY-4.0,,,
fra-swa-000327,fra,swa,Parlez plus fort !,,,,,,,CC-BY-4.0,,,
